"","STUDENT__C","ID","ISDELETED","NAME","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","SCHOOL__C","ACTUAL_END_DATE__C","STARTINGGRADE__C","ENDINGGRADE__C","LIVING_ON_CAMPUS__C","DATE_LAST_VERIFIED__C","HIGHEST_SAT_SCORE__C","SOURCE__C","NOTES__C","PURSUING_DEGREE_TYPE__C","START_DATE__C","STATUS__C","TRANSFER_REASON__C","TYPE__C","MAJOR_AREA__C","STUDENT_HS_COHORT__C","NUMBER_OF_MARKING_PERIODS__C","ANTICIPATED_GRADUATION__C","FINAL_GPA__C","GRAD_YEAR__C","MAJOR__C","COLLEGE_MAJOR_DECLARED__C","OTHER_MAJOR__C","NSC_VERIFIED__C","DUAL_ENROLLMENT__C","CLASS_RANK_PERCENTILE__C","Enrollment.SCHOOL__C","School.Name","Type","ADJUSTED_6_YEAR_GRADUATION_RATE__C","COMPETITIVENESS_RANKING__C","COMPETITIVENESS_INDEX__C","student_id","local_student_id"
"3659","003C000001l8iIoIAI","a08C000000WNHFbIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11707,11707
"3660","003C000001l8iIOIAY","a08C000000WNHEmIAP",FALSE,NA,"2014-12-09T21:34:05.000Z","005C0000006x9vaIAA","2014-12-09T21:34:12.000Z","005C0000006x9vaIAA","2014-12-09T21:34:12.000Z","","","","001C00000126iZ9IAI","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12888,12888
"3661","003C000001l8iIpIAI","a08C000000WNHFcIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11349,406141773
"3662","003C000001l8iIqIAI","a08C000000WNHFdIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/16/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13488,13488
"3663","003C000001l8iIrIAI","a08C000000WNHFeIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13375,13375
"3664","003C000001l8iIsIAI","a08C000000WNHFfIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11363,406141860
"3665","003C000001l8iItIAI","a08C000000WNHFgIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/16/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11862,11862
"3666","003C000001l8iIuIAI","a08C000000WNHFhIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/23/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11901,11901
"3667","003C000001l8iIvIAI","a08C000000WNHFiIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",7,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/19/2014","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11715,11715
"3668","003C000001l8iIwIAI","a08C000000WNHFjIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","10/31/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12017,12017
"3669","003C000001l8iIxIAI","a08C000000WNHFkIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2015-01-12T17:42:13.000Z","005C0000003uCvjIAE","2015-01-12T17:42:13.000Z","","","","0018000000Y9ncpAAB","11/7/2014",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Transferred out","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12963,12963
"3670","003C000001l8iIyIAI","a08C000000WNHFlIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13119,13119
"3671","003C000001l8iIzIAI","a08C000000WNHFmIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11708,11708
"3672","003C000001l8iJ0IAI","a08C000000WNHFnIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12884,12884
"3673","003C000001l8iJ1IAI","a08C000000WNHFoIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/13/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11827,11827
"3674","003C000001l8iJ2IAI","a08C000000WNHFpIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",7,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/2/2014","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,14807,14807
"3675","003C000001l8iJ3IAI","a08C000000WNHFqIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/28/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12002,12002
"3676","003C000001l8iJ4IAI","a08C000000WNHFrIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11506,406142018
"3677","003C000001l8iJ5IAI","a08C000000WNHFsIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11507,406142019
"3678","003C000001l8iJ6IAI","a08C000000WNHFtIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11710,11710
"3679","003C000001l8iJ7IAI","a08C000000WNHFuIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",7,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/18/2014","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,14814,14814
"3680","003C000001l8iJ8IAI","a08C000000WNHFvIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11513,406141793
"3681","003C000001l8iJ9IAI","a08C000000WNHFwIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/20/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11880,11880
"3682","003C000001l8iJaIAI","a08C000000WNHGNIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11570,406141603
"3683","003C000001l8iJAIAY","a08C000000WNHFxIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/18/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13487,13487
"3684","003C000001l8iJbIAI","a08C000000WNHGOIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",7,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/18/2014","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,14619,14619
"3685","003C000001l8iJBIAY","a08C000000WNHFyIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/4/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11942,11942
"3686","003C000001l8iJcIAI","a08C000000WNHGPIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11577,406141535
"3687","003C000001l8iJCIAY","a08C000000WNHFzIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/22/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13398,13398
"3688","003C000001l8iJdIAI","a08C000000WNHGQIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2015-01-12T17:58:25.000Z","005C0000003uCvjIAE","2015-01-12T17:58:25.000Z","","","","001C00000126iWUIAY","11/3/2014",7,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/5/2014","Transferred out","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,15154,15154
"3689","003C000001l8iJDIAY","a08C000000WNHG0IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12784,12784
"3690","003C000001l8iJeIAI","a08C000000WNHGRIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11591,406141789
"3691","003C000001l8iJEIAY","a08C000000WNHG1IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/16/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13374,13374
"3692","003C000001l8iJfIAI","a08C000000WNHGSIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11594,406142235
"3693","003C000001l8iJgIAI","a08C000000WNHGTIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12893,12893
"3694","003C000001l8iJGIAY","a08C000000WNHG3IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11538,406142226
"3695","003C000001l8iJhIAI","a08C000000WNHGUIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/10/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11807,11807
"3696","003C000001l8iJHIAY","a08C000000WNHG4IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/6/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11759,11759
"3697","003C000001l8iJiIAI","a08C000000WNHGVIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11716,11716
"3698","003C000001l8iJIIAY","a08C000000WNHG5IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11541,406142283
"3699","003C000001l8iJjIAI","a08C000000WNHGWIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12806,12806
"3700","003C000001l8iJJIAY","a08C000000WNHG6IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000juv5cAAA","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11544,406141997
"3701","003C000001l8iJkIAI","a08C000000WNHGXIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11712,11712
"3702","003C000001l8iJKIAY","a08C000000WNHG7IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/17/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13483,13483
"3703","003C000001l8iJlIAI","a08C000000WNHGYIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",7,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/18/2014","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,14585,14585
"3704","003C000001l8iJLIAY","a08C000000WNHG8IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/10/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11795,11795
"3705","003C000001l8iJmIAI","a08C000000WNHGZIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","10/16/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12014,12014
"3706","003C000001l8iJMIAY","a08C000000WNHG9IAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","0018000000Y9ncpAAB","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/13/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11823,11823
"3707","003C000001l8iJnIAI","a08C000000WNHGaIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/12/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11958,11958
"3708","003C000001l8iJNIAY","a08C000000WNHGAIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/2/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,11748,11748
"3709","003C000001l8iJoIAI","a08C000000WNHGbIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","9/3/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13412,13412
"3710","003C000001l8iJOIAY","a08C000000WNHGBIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12891,12891
"3711","003C000001l8iJpIAI","a08C000000WNHGcIAP",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iZ9IAI","",5,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","11/5/2012","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,12028,12028
"3712","003C000001l8iJPIAY","a08C000000WNHGCIA5",FALSE,NA,"2014-12-09T21:34:16.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","005C0000006x9vaIAA","2014-12-09T21:34:22.000Z","","","","001C00000126iWUIAY","",6,NA,FALSE,"12/9/2014",0,"Salesforce","","Certificate","8/12/2013","Attending","","Middle School","",2020,0,"",NA,NA,"",FALSE,"",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,13266,13266
