"year","student_id","present","excusedabsent","excusedtardy","absent","tardy","truant","inschoolsuspension","suspended"
"2015","12866","70","0","0","7","71","25","0","0"
"2015","10793","175","0","0","0","0","0","0","0"
"2015","11991","153","0","0","7","0","1","0","0"
"2013","11278","170","0","0","4","1","0","0","0"
"2015","14776","169","0","0","0","0","0","0","0"
"2016","15373","23","0","0","2","3","0","0","0"
"2015","14286","167","0","0","1","3","0","0","0"
"2015","14592","33","0","0","9","17","10","0","0"
"2016","16755","27","0","0","2","0","0","0","0"
"2016","6541","28","0","0","0","0","0","0","0"
"2016","13085","20","0","0","4","1","4","0","0"
"2016","14195","30","0","0","0","0","0","0","0"
"2016","6874","25","0","0","2","0","0","0","0"
"2015","12627","128","0","0","2","37","0","0","0"
"2015","12727","144","0","0","2","20","0","0","0"
"2012","6427","0","0","0","22","11","0","0","0"
"2015","14402","63","0","0","12","82","18","0","0"
"2013","12008","99","0","0","14","29","6","1","2"
"2013","6923","165","0","0","0","0","1","0","0"
"2015","12373","154","0","0","9","2","0","0","0"
"2014","6559","173","0","0","0","11","0","0","0"
"2015","6508","161","0","0","4","0","1","0","0"
"2015","10176","164","0","0","0","3","1","0","0"
"2012","2589","0","0","0","2","11","0","0","0"
"2016","14150","30","0","0","0","0","0","0","0"
"2016","16273","11","0","0","0","17","2","0","0"
"2013","6608","166","0","0","1","10","0","0","0"
"2012","6439","0","0","0","7","6","0","0","0"
"2013","3149","173","0","0","0","2","0","0","0"
"2014","12483","169","0","0","6","0","0","0","0"
"2013","6514","174","0","0","5","0","2","0","0"
"2014","3057","173","0","0","2","0","0","0","0"
"2016","14698","29","0","0","0","0","0","0","0"
"2016","11022","26","0","0","0","0","0","0","0"
"2012","6667","0","0","0","3","29","0","0","0"
"2013","6582","180","0","0","0","3","0","0","0"
"2016","14617","26","0","0","1","2","0","0","0"
"2012","3967","6","0","0","4","23","0","0","2"
"2012","6625","0","0","0","3","0","0","0","0"
"2015","10685","147","0","0","22","0","0","0","0"
"2014","11944","163","0","3","0","17","0","0","0"
"2014","12029","122","0","0","16","5","4","0","0"
"2016","15986","28","0","0","0","0","0","0","0"
"2016","12978","25","0","0","0","2","1","0","0"
"2013","3444","177","0","0","2","1","0","0","0"
"2013","2337","155","0","1","2","15","0","0","1"
"2013","10732","127","0","0","7","32","1","0","0"
"2013","3470","167","0","1","2","4","0","0","0"
"2015","12652","170","0","0","1","0","0","0","0"
"2016","15815","26","0","0","0","2","0","0","0"
"2012","3367","0","0","0","11","11","0","0","0"
"2014","3125","173","0","0","2","0","0","0","0"
"2014","11595","178","0","0","3","1","0","0","0"
"2016","15494","25","0","0","0","3","0","0","0"
"2014","13044","157","0","0","15","11","0","0","0"
"2014","11807","178","0","0","1","3","1","0","0"
"2015","15203","124","0","0","9","20","0","0","0"
"2016","12768","28","0","0","1","0","0","0","0"
"2015","14666","45","0","0","0","3","0","0","0"
"2016","11846","26","0","0","1","2","0","0","0"
"2014","3141","167","0","0","7","0","0","0","0"
"2015","13169","174","0","0","0","0","0","0","0"
"2013","7150","176","0","0","1","0","0","0","0"
"2014","6810","175","0","0","1","0","1","0","0"
"2016","16675","27","0","0","1","0","0","0","0"
"2014","11779","164","0","0","8","5","1","0","0"
"2012","6582","0","0","0","0","1","0","0","0"
"2014","13265","174","0","0","2","2","0","0","0"
"2016","15559","28","0","0","0","0","0","0","0"
"2014","6930","159","0","0","5","8","2","0","0"
"2015","12689","125","0","0","3","44","1","0","0"
"2015","14478","160","0","0","0","11","0","0","0"
"2015","13968","158","0","0","2","9","1","0","0"
"2015","12646","170","0","0","0","1","0","0","0"
"2016","13483","32","0","0","0","0","0","0","0"
"2014","13464","163","0","0","1","2","0","0","0"
"2014","13325","175","0","0","0","0","0","0","0"
"2015","7132","171","0","0","1","1","0","0","0"
"2015","10829","139","0","0","4","30","3","0","0"
"2014","10932","176","0","0","1","7","0","0","0"
"2012","6462","0","0","0","6","4","0","0","0"
"2013","2541","173","0","1","0","1","0","0","0"
"2016","13339","29","0","0","0","0","0","0","0"
"2013","6714","168","0","0","3","8","0","0","0"
"2014","12962","159","0","0","3","13","0","0","0"
"2015","13057","95","0","0","6","40","15","0","0"
"2016","15489","28","0","0","0","1","0","0","0"
"2014","10693","170","0","0","2","1","0","0","0"
"2014","7118","179","0","2","2","0","0","0","0"
"2016","11999","26","0","0","0","3","0","0","0"
"2014","11214","111","0","0","0","61","2","0","0"
"2014","12990","175","0","0","6","0","0","0","0"
"2016","15168","25","0","0","0","4","0","0","0"
"2014","3252","162","0","0","10","1","0","0","0"
"2012","3247","0","0","0","2","0","0","0","0"
"2015","14396","168","0","0","0","2","0","0","0"
"2014","12035","147","0","0","6","28","2","0","0"
"2013","6654","178","0","0","0","0","0","0","0"
"2016","16642","25","0","0","0","2","0","0","0"
"2016","11064","21","0","0","5","2","0","0","0"
"2016","13822","28","0","0","0","0","0","0","0"
"2013","11276","175","0","0","0","6","0","0","0"
"2013","6696","178","0","0","1","1","0","0","0"
"2016","6965","30","0","0","0","0","0","0","0"
"2013","3313","152","0","0","5","13","4","0","0"
"2015","7138","160","0","0","6","2","2","0","0"
"2015","15057","165","0","0","1","7","0","0","0"
"2016","12806","28","0","0","0","2","0","0","0"
"2016","15233","27","0","0","0","3","0","0","0"
"2016","15165","10","0","0","2","16","1","0","0"
"2015","6786","173","0","0","0","0","0","0","0"
"2012","6451","0","0","0","4","4","0","0","0"
"2015","10655","166","0","0","1","1","0","0","0"
"2013","3150","173","0","0","1","1","0","0","0"
"2016","14815","27","0","0","0","2","0","0","0"
"2014","11832","161","0","0","14","3","0","0","0"
"2016","12809","29","0","0","0","0","0","0","0"
"2013","3294","35","0","0","8","16","3","0","0"
"2014","11011","169","0","0","0","5","0","0","0"
"2015","4570","139","0","0","7","25","1","0","0"
"2016","11698","30","0","0","0","0","0","0","0"
"2014","11296","174","0","0","0","0","0","0","0"
"2015","13729","167","0","0","1","7","0","0","0"
"2015","12445","140","0","0","6","28","1","0","0"
"2016","13742","27","0","0","1","0","0","0","0"
"2016","13123","29","0","0","0","0","0","0","0"
"2015","6878","105","0","0","5","25","4","0","0"
"2014","12868","178","0","0","0","2","1","0","0"
"2013","10383","177","0","0","2","4","0","0","0"
"2016","16561","25","0","0","0","3","1","0","0"
"2016","15857","27","0","0","0","0","0","0","0"
"2014","13517","156","0","0","0","1","1","0","0"
"2016","11082","27","0","0","1","1","0","0","0"
"2015","6826","170","0","0","0","0","0","0","0"
"2016","12520","27","0","0","2","0","0","0","0"
"2013","3334","174","0","0","0","0","0","0","0"
"2014","13032","182","0","0","2","0","0","0","0"
"2014","12503","174","0","0","0","0","0","0","1"
"2015","12589","154","0","0","0","21","0","0","0"
"2015","12675","161","0","0","2","8","0","0","0"
"2015","11549","173","0","0","1","1","0","0","0"
"2013","10525","172","0","0","2","0","0","0","0"
"2016","16742","29","0","0","0","0","0","0","0"
"2013","3364","179","0","0","1","0","0","0","0"
"2014","13448","89","0","0","9","68","6","0","0"
"2015","11940","164","0","0","6","0","0","0","0"
"2012","6450","0","0","0","5","11","0","0","0"
"2015","6857","170","0","0","0","0","0","0","0"
"2015","14339","163","0","0","0","6","0","0","0"
"2013","11186","176","0","0","2","5","1","0","0"
"2016","13539","30","0","0","0","0","0","0","0"
"2016","6507","28","0","0","0","0","1","0","0"
"2015","14285","131","0","0","10","23","6","0","0"
"2013","6681","177","0","0","0","2","0","0","0"
"2014","11090","169","0","0","2","2","1","0","0"
"2015","13675","168","0","0","2","0","0","0","0"
"2015","6951","79","0","0","5","66","17","0","0"
"2014","3342","77","0","0","15","71","13","0","0"
"2014","10849","132","0","0","7","27","0","0","0"
"2015","13395","170","0","0","1","2","0","0","0"
"2014","6941","182","0","0","1","0","0","0","0"
"2016","15497","29","0","0","0","0","0","0","0"
"2014","6757","176","0","0","1","0","0","0","0"
"2014","10767","178","0","0","4","0","0","0","0"
"2014","12007","159","0","0","14","2","0","0","0"
"2014","13309","171","0","0","2","0","0","0","0"
"2016","15427","29","0","0","0","0","0","0","0"
"2012","6875","0","0","0","4","23","0","0","0"
"2016","6755","28","0","0","0","0","0","0","0"
"2014","7149","169","0","1","0","2","0","0","0"
"2016","16661","26","0","0","0","0","0","0","0"
"2016","13900","21","0","0","1","6","1","0","0"
"2014","7060","174","0","0","10","0","0","0","0"
"2014","6488","183","0","0","1","0","0","0","0"
"2016","11281","18","0","0","2","7","1","0","0"
"2015","14240","166","0","0","0","6","0","0","0"
"2016","12669","24","0","0","2","3","0","0","0"
"2016","16486","27","0","0","1","0","0","0","0"
"2013","11923","71","0","0","11","69","25","0","1"
"2015","7034","153","0","0","3","5","0","0","0"
"2012","2998","0","0","0","2","2","0","0","0"
"2015","6980","150","0","0","2","0","0","0","0"
"2015","15097","157","0","0","3","7","0","0","0"
"2016","3463","29","0","0","0","0","0","0","0"
"2015","12341","153","0","0","0","18","0","0","0"
"2014","2513","133","0","0","5","35","0","0","0"
"2016","12455","27","0","0","0","0","0","0","0"
"2012","3546","7","0","0","1","9","0","0","0"
"2015","15183","163","0","0","1","0","0","0","0"
"2015","14217","146","0","0","2","27","0","0","0"
"2015","14047","153","0","0","12","3","0","0","0"
"2015","14550","23","0","0","14","96","35","0","0"
"2016","16022","23","0","0","1","2","0","0","0"
"2012","7200","0","0","0","2","2","0","0","0"
"2015","13698","163","0","0","9","2","0","0","0"
"2014","13508","160","0","0","1","1","0","0","0"
"2016","15959","28","0","0","0","0","0","0","0"
"2012","2518","0","0","0","10","5","0","0","0"
"2012","7037","0","0","0","3","3","0","0","0"
"2015","11113","163","0","0","0","13","0","0","0"
"2013","6920","168","0","0","0","3","0","0","0"
"2014","12322","138","0","0","0","36","0","0","0"
"2015","14223","159","0","0","0","12","0","0","0"
"2015","13879","93","0","0","16","36","20","0","0"
"2015","6787","170","0","0","1","0","0","0","0"
"2015","13387","142","0","0","0","2","1","0","0"
"2016","14535","24","0","0","1","4","0","0","0"
"2012","7087","0","0","0","2","2","0","0","0"
"2012","6630","0","0","0","3","2","0","0","0"
"2012","6848","0","0","0","2","30","0","0","0"
"2014","6425","181","0","0","3","0","0","0","0"
"2016","13553","29","0","0","0","0","0","0","0"
"2016","14024","29","0","0","0","0","0","0","0"
"2016","14652","29","0","0","0","0","0","0","0"
"2013","3536","169","0","0","1","1","0","0","0"
"2015","13562","164","0","0","1","5","0","0","0"
"2016","16563","20","0","0","0","10","0","0","0"
"2015","15086","145","0","0","2","9","0","0","0"
"2016","12952","29","0","0","0","2","0","0","0"
"2016","16608","27","0","0","1","1","0","0","0"
"2012","6579","0","0","0","4","27","0","0","0"
"2016","10684","28","0","0","0","0","0","0","0"
"2016","13716","24","0","0","1","0","0","0","0"
"2013","10463","165","0","0","2","3","0","0","0"
"2014","6635","113","0","5","4","52","7","0","0"
"2015","14974","166","0","0","0","5","0","0","0"
"2015","13539","168","0","0","3","0","0","0","0"
"2015","14609","151","0","0","8","5","0","0","0"
"2015","6781","153","0","0","1","10","2","0","0"
"2014","11958","165","0","0","10","2","1","0","0"
"2014","13414","153","0","0","1","18","0","0","0"
"2015","3446","169","0","0","0","1","1","0","0"
"2014","6831","168","0","0","0","13","2","0","0"
"2013","6970","180","0","1","0","0","0","0","0"
"2015","11517","149","0","0","13","6","2","0","0"
"2016","13692","28","0","0","0","0","0","0","0"
"2015","13307","158","0","0","0","2","0","0","0"
"2016","11113","30","0","0","0","0","0","0","0"
"2016","12562","29","0","0","0","0","0","0","0"
"2016","14537","29","0","0","0","0","0","0","0"
"2015","14549","176","0","0","0","0","0","0","0"
"2012","6361","0","0","0","0","1","0","0","0"
"2014","6924","163","0","0","10","0","0","0","0"
"2014","12766","167","0","0","5","0","1","0","0"
"2016","16737","20","0","0","2","5","2","0","0"
"2013","3489","175","0","0","0","0","0","0","0"
"2014","11936","184","0","0","0","0","0","0","0"
"2015","6597","176","0","0","2","1","0","0","0"
"2016","16397","29","0","0","0","0","0","0","0"
"2012","6681","0","0","0","1","4","0","0","0"
"2015","11869","92","0","0","14","14","0","0","0"
"2012","6600","0","0","0","3","2","0","0","0"
"2016","14596","28","0","0","0","1","0","0","0"
"2015","11925","164","0","0","2","3","0","0","0"
"2014","11028","163","0","0","0","8","4","0","0"
"2014","6840","178","0","0","2","2","0","0","0"
"2016","12048","27","0","0","0","0","0","0","0"
"2015","13742","162","0","0","2","6","0","0","0"
"2015","13127","167","0","0","5","0","0","0","0"
"2016","15391","22","0","0","0","4","1","0","0"
"2016","11056","29","0","0","0","0","0","0","0"
"2013","6372","182","0","0","0","1","0","0","0"
"2014","12523","177","0","0","0","2","0","0","0"
"2016","15131","24","0","0","1","2","0","0","0"
"2014","13409","144","0","0","4","16","8","0","0"
"2013","2747","163","0","0","3","10","1","0","0"
"2014","12587","177","0","2","0","1","1","0","0"
"2015","11394","166","0","0","4","0","0","0","0"
"2014","12000","174","0","0","1","1","0","0","0"
"2014","12436","174","0","0","1","4","0","0","0"
"2015","11778","85","0","0","32","52","3","0","0"
"2012","3394","0","0","0","3","28","0","0","0"
"2013","11850","3","0","0","2","3","0","0","0"
"2015","11969","147","0","0","5","11","1","0","0"
"2013","6734","158","0","0","1","17","0","0","0"
"2016","13853","24","0","0","0","5","0","0","0"
"2015","13437","160","0","0","10","4","4","0","0"
"2016","16438","28","0","0","1","0","0","0","0"
"2014","6853","162","0","0","14","0","0","0","0"
"2016","16705","18","0","0","0","12","0","0","0"
"2013","10357","164","0","0","3","8","0","0","0"
"2015","6684","168","0","0","3","2","0","0","0"
"2014","11121","66","0","0","7","57","5","0","1"
"2016","6974","28","0","0","0","1","0","0","0"
"2015","14675","173","0","0","0","1","0","0","0"
"2014","3394","126","0","0","13","35","0","0","0"
"2016","16769","9","0","0","0","14","7","0","0"
"2016","15940","27","0","0","0","1","0","0","0"
"2013","7104","181","0","0","0","0","0","0","0"
"2016","13414","29","0","0","0","0","0","0","0"
"2016","12039","30","0","0","0","0","0","0","0"
"2016","14473","25","0","0","1","1","0","0","0"
"2015","10842","173","0","0","0","1","0","0","0"
"2015","14564","175","0","0","0","0","0","0","0"
"2015","10960","167","0","0","1","5","1","0","0"
"2013","7085","183","0","0","0","0","0","0","0"
"2014","13117","121","0","0","22","32","0","0","0"
"2016","13554","29","0","0","0","0","0","0","0"
"2015","13188","174","0","0","0","0","0","0","0"
"2016","11260","29","0","0","0","0","0","0","0"
"2016","16205","29","0","0","0","0","0","0","0"
"2014","13422","171","0","0","0","3","0","0","0"
"2013","11980","121","0","0","39","4","1","0","0"
"2012","6603","0","0","0","1","0","0","0","0"
"2012","3167","0","0","0","0","1","0","0","0"
"2013","10901","172","0","0","8","0","1","0","0"
"2014","6452","184","0","0","0","0","0","0","0"
"2015","15205","124","0","0","6","17","5","0","0"
"2016","14201","23","0","0","1","3","1","0","0"
"2016","15926","28","0","0","0","4","0","0","0"
"2013","2590","126","0","0","33","15","0","0","0"
"2014","11281","95","0","3","14","33","19","1","3"
"2014","13018","158","0","1","9","6","1","0","0"
"2012","3256","0","0","0","1","0","0","0","0"
"2014","3345","173","0","0","2","0","0","0","0"
"2013","2727","36","0","0","8","0","0","0","0"
"2014","12360","167","0","0","5","2","0","0","0"
"2015","14921","150","0","0","11","6","3","0","0"
"2016","16307","30","0","0","0","0","0","0","0"
"2012","7203","0","0","0","7","15","0","0","0"
"2014","13264","73","0","0","8","5","0","0","0"
"2016","15641","28","0","0","0","1","0","0","0"
"2015","14685","152","0","0","3","19","1","0","0"
"2016","16844","24","0","0","0","1","0","0","0"
"2016","11678","29","0","0","0","0","0","0","0"
"2015","12868","135","0","0","3","20","1","0","0"
"2015","3339","156","0","0","0","5","1","0","0"
"2016","14737","18","0","0","0","12","0","0","0"
"2016","14560","29","0","0","0","0","0","0","0"
"2012","2651","0","0","0","17","40","0","0","0"
"2014","11605","160","0","0","5","13","3","0","0"
"2014","12423","166","0","0","8","0","0","0","0"
"2013","3430","175","0","0","0","0","0","0","0"
"2015","14028","168","0","0","0","3","0","0","0"
"2016","11532","29","0","0","0","0","0","0","0"
"2013","11946","161","0","0","6","2","1","0","0"
"2015","7112","173","0","0","0","0","0","0","0"
"2013","6383","178","0","0","3","0","0","0","0"
"2016","15259","29","0","0","0","0","0","0","0"
"2016","16020","29","0","0","0","0","0","0","0"
"2013","3099","168","0","0","7","0","0","0","0"
"2016","13278","30","0","0","0","0","0","0","0"
"2015","6929","170","0","0","0","0","0","0","0"
"2015","13940","154","0","0","2","7","0","0","0"
"2016","14068","29","0","0","0","0","0","0","0"
"2015","14087","168","0","0","2","7","0","0","0"
"2016","6846","27","0","0","0","2","0","0","0"
"2016","15005","18","0","0","0","3","2","0","0"
"2016","15891","11","0","0","0","15","3","0","0"
"2016","11759","19","0","0","1","7","0","0","0"
"2013","6610","183","0","0","0","0","0","0","0"
"2014","6346","182","0","0","1","1","1","0","0"
"2014","11161","158","0","0","6","4","0","0","0"
"2015","11955","101","0","0","14","30","6","0","0"
"2015","13922","159","0","0","0","0","0","0","0"
"2014","3945","175","0","0","0","2","0","0","0"
"2014","6703","144","0","0","9","11","9","0","0"
"2015","12577","137","0","0","12","19","0","0","0"
"2015","6777","169","0","0","0","6","3","0","0"
"2016","7060","24","0","0","2","1","2","0","0"
"2015","15040","174","0","0","0","1","0","0","0"
"2014","13514","138","0","0","4","13","0","0","0"
"2015","15145","139","0","0","1","29","0","0","0"
"2016","15718","29","0","0","0","0","0","0","0"
"2013","12027","96","0","0","4","36","0","0","0"
"2014","12438","174","0","0","0","5","0","0","0"
"2015","13213","173","0","0","0","0","0","0","0"
"2015","3470","149","0","0","8","16","0","0","0"
"2015","6621","107","0","0","1","49","17","0","0"
"2013","7143","179","0","0","4","0","0","0","0"
"2016","16952","11","0","0","1","2","0","0","0"
"2016","11308","28","0","0","0","0","0","0","0"
"2015","11866","158","0","0","7","0","0","0","0"
"2016","16599","29","0","0","0","0","0","0","0"
"2016","15805","19","0","0","0","9","0","0","0"
"2015","6852","165","0","0","5","4","0","0","0"
"2013","11506","139","0","0","1","34","2","0","0"
"2014","11889","163","0","0","2","8","1","0","1"
"2016","6339","20","0","0","1","8","0","0","0"
"2016","14281","29","0","0","0","0","0","0","0"
"2016","16885","22","0","0","0","0","0","0","0"
"2014","13185","79","0","0","7","8","0","0","0"
"2016","14132","25","0","0","0","4","0","0","0"
"2013","11688","159","0","0","9","8","2","0","0"
"2016","6861","28","0","0","0","0","0","0","0"
"2012","6719","0","0","0","1","4","0","0","0"
"2016","15599","28","0","0","0","0","0","0","0"
"2016","6926","29","0","0","0","0","0","0","0"
"2013","6764","46","0","0","13","13","2","0","0"
"2016","16011","27","0","0","0","2","0","0","0"
"2016","10612","26","0","0","0","3","0","0","0"
"2016","14344","29","0","0","0","0","0","0","0"
"2016","14714","25","0","0","0","2","1","0","0"
"2012","2392","0","0","0","1","1","0","0","0"
"2013","10230","164","0","0","3","6","2","0","0"
"2014","12036","136","0","0","3","35","4","0","0"
"2016","14945","29","0","0","0","0","0","0","0"
"2012","3364","1","0","0","0","4","0","0","4"
"2014","11606","173","0","0","1","0","0","0","0"
"2012","7055","0","0","0","11","19","0","0","0"
"2016","13865","25","0","0","0","4","0","0","0"
"2014","10985","125","0","0","0","48","2","0","0"
"2016","16589","29","0","0","0","0","0","0","0"
"2014","11847","131","0","0","4","33","10","0","0"
"2016","6642","29","0","0","0","0","0","0","0"
"2014","6902","167","0","0","2","4","0","0","0"
"2015","7047","149","0","0","0","24","0","0","0"
"2014","13088","156","0","0","7","5","16","0","0"
"2014","6438","108","0","2","4","62","5","0","0"
"2015","14944","57","0","0","27","86","4","0","0"
"2015","12953","143","0","0","2","11","0","0","0"
"2015","11716","102","0","0","3","68","5","0","0"
"2016","16004","21","0","0","0","7","0","0","0"
"2014","12705","158","0","0","8","13","0","0","0"
"2015","10665","165","0","0","3","1","0","0","0"
"2016","6739","29","0","0","0","0","0","0","0"
"2016","13445","19","0","0","4","4","1","0","0"
"2016","14754","28","0","0","0","0","0","0","0"
"2012","2577","0","0","0","0","1","0","0","0"
"2013","7101","180","0","0","0","2","0","0","0"
"2014","12381","154","0","0","13","5","1","0","0"
"2014","10523","182","0","0","0","0","0","0","0"
"2015","13578","170","0","0","1","2","0","0","0"
"2012","7023","0","0","0","3","1","0","0","0"
"2016","11276","21","0","0","0","5","0","0","0"
"2014","11848","173","0","0","1","2","2","0","0"
"2012","2774","0","0","0","1","7","0","0","0"
"2014","12549","149","0","0","7","21","2","0","0"
"2014","3070","171","0","0","0","1","0","0","0"
"2015","6858","166","0","0","3","2","0","0","0"
"2016","15312","29","0","0","0","0","0","0","0"
"2014","11990","10","0","0","12","29","46","0","0"
"2013","6910","168","0","0","0","4","0","0","0"
"2016","14789","26","0","0","0","0","0","0","0"
"2016","16422","27","0","0","0","2","0","0","0"
"2016","12956","22","0","0","0","6","0","0","0"
"2016","7150","29","0","0","0","0","0","0","0"
"2016","6530","19","0","0","1","9","1","0","0"
"2012","6994","0","0","0","15","17","0","0","0"
"2014","10930","129","0","0","17","24","4","0","0"
"2013","7102","178","0","0","2","0","0","0","0"
"2016","6352","26","0","0","1","1","0","0","0"
"2016","13268","12","0","0","0","17","0","0","0"
"2016","16502","21","0","0","0","0","0","0","0"
"2012","3223","0","0","0","0","12","0","0","0"
"2015","14124","100","0","0","5","1","0","0","0"
"2015","6709","158","0","0","2","5","0","0","0"
"2016","15272","30","0","0","0","0","0","0","0"
"2016","14229","27","0","0","0","2","0","0","0"
"2014","3048","171","0","0","0","2","1","0","0"
"2014","10612","175","0","0","3","6","0","0","0"
"2012","3386","2","0","0","5","3","0","0","0"
"2012","3375","0","0","0","3","6","0","0","0"
"2014","12964","115","0","0","20","18","21","0","0"
"2013","11659","179","0","0","0","0","0","0","0"
"2016","13433","29","0","0","0","0","0","0","0"
"2015","3407","162","0","0","3","3","0","0","0"
"2015","13159","140","0","0","3","32","0","0","0"
"2015","12415","139","0","0","5","26","0","0","0"
"2014","3971","154","0","0","12","5","5","0","0"
"2016","16149","27","0","0","0","0","0","0","0"
"2013","6619","175","0","0","5","1","2","0","0"
"2016","11300","29","0","0","0","0","0","0","0"
"2013","7049","180","0","0","2","0","1","0","0"
"2015","14104","164","0","0","0","2","2","0","0"
"2016","6960","29","0","0","0","0","0","0","0"
"2013","3375","166","0","0","3","8","1","0","0"
"2012","2911","0","0","0","10","15","0","0","0"
"2012","6903","4","0","0","7","2","0","0","0"
"2016","14794","14","0","0","0","14","0","0","0"
"2016","16902","24","0","0","0","0","0","0","0"
"2015","6606","171","0","0","0","0","0","0","0"
"2016","16695","28","0","0","0","1","0","0","0"
"2013","6428","178","0","0","1","4","1","0","0"
"2014","10456","160","0","0","0","21","0","0","0"
"2015","13500","168","0","0","2","2","0","0","0"
"2012","6806","0","0","0","4","4","0","0","0"
"2015","11740","139","0","0","16","10","0","0","0"
"2013","3425","153","0","0","17","6","3","0","0"
"2014","12314","156","0","0","0","17","2","0","0"
"2016","6455","28","0","0","0","1","0","0","0"
"2013","10333","175","0","0","0","0","0","0","0"
"2015","13900","56","0","1","26","79","4","0","0"
"2015","12433","153","0","0","5","3","1","0","0"
"2015","6905","143","0","0","4","12","0","0","0"
"2014","12475","2","0","0","0","0","0","0","0"
"2016","16447","25","0","0","0","3","1","0","0"
"2015","6651","172","0","0","0","1","0","0","0"
"2015","15088","1","0","0","0","0","0","0","0"
"2016","14510","28","0","0","0","1","0","0","0"
"2014","3390","23","0","0","0","4","1","0","0"
"2016","14113","28","0","0","0","1","0","0","0"
"2014","13137","161","0","1","3","13","1","0","0"
"2013","6721","178","0","0","1","0","0","0","0"
"2015","11028","156","0","0","0","16","1","0","0"
"2013","12037","67","0","0","2","39","10","0","0"
"2012","2517","0","0","0","2","16","0","0","0"
"2013","10260","165","0","0","2","12","1","0","0"
"2013","10871","176","0","0","4","3","0","0","0"
"2014","12837","174","0","0","3","4","0","0","0"
"2014","12720","178","0","0","2","0","0","0","0"
"2014","12811","106","0","0","16","57","0","0","0"
"2014","11855","151","0","0","3","19","1","0","0"
"2016","6914","27","0","0","0","0","0","0","0"
"2016","6528","29","0","0","0","0","0","0","0"
"2013","10217","181","0","0","0","1","0","0","0"
"2014","11441","170","0","0","9","1","0","0","0"
"2013","10960","180","0","0","1","0","0","0","0"
"2012","2761","0","0","0","1","2","0","0","0"
"2014","10385","169","0","0","9","4","0","0","0"
"2015","12497","169","0","0","3","0","0","0","0"
"2016","14831","29","0","0","0","0","0","0","0"
"2016","16564","29","0","0","0","0","0","0","0"
"2013","3931","153","0","0","6","19","2","0","0"
"2015","10751","170","0","0","0","0","0","0","0"
"2015","14379","0","0","0","0","3","5","0","0"
"2016","12864","18","0","0","1","9","1","0","0"
"2015","13302","134","0","0","1","40","0","0","0"
"2015","13462","143","0","0","3","21","2","0","0"
"2016","13819","29","0","0","0","0","0","0","0"
"2015","10570","166","0","0","1","8","0","0","0"
"2016","10208","29","0","0","0","0","0","0","0"
"2016","7139","26","0","0","0","3","0","0","0"
"2014","12742","132","0","0","2","37","2","0","0"
"2015","15107","155","0","0","0","9","0","0","0"
"2016","15687","25","0","0","0","3","0","0","0"
"2013","7076","181","0","0","1","1","0","0","0"
"2013","6847","183","0","0","0","0","0","0","0"
"2012","3133","0","0","0","5","13","0","0","0"
"2015","12904","117","0","0","1","27","3","0","0"
"2012","6402","0","0","0","3","1","0","0","0"
"2014","7089","176","0","0","2","4","0","0","0"
"2013","11528","115","0","0","4","7","3","0","0"
"2016","6679","28","0","0","0","1","0","0","0"
"2016","12892","26","0","0","1","2","0","0","0"
"2013","11975","91","0","0","5","67","1","0","2"
"2015","13768","108","0","0","38","5","1","0","0"
"2012","2638","0","0","0","0","1","0","0","0"
"2014","13095","175","0","0","7","1","1","0","0"
"2014","12763","175","0","0","0","0","0","0","0"
"2015","13300","171","0","0","2","0","0","0","0"
"2016","6570","26","0","0","0","4","0","0","0"
"2016","12975","27","0","0","0","0","0","0","0"
"2012","6656","0","0","0","2","5","0","0","0"
"2014","11881","38","0","0","2","7","0","0","0"
"2015","13574","85","0","0","0","1","0","0","0"
"2016","12438","27","0","0","0","1","0","0","0"
"2014","12658","176","0","0","5","3","0","0","0"
"2015","12644","151","0","0","1","13","2","0","0"
"2012","6346","0","0","0","0","2","0","0","0"
"2012","2461","0","0","0","7","22","0","0","0"
"2013","6528","170","0","0","1","1","0","0","0"
"2016","16087","26","0","0","0","2","0","0","0"
"2013","3528","170","0","0","3","7","0","0","0"
"2016","6385","28","0","0","0","1","0","0","0"
"2014","10178","171","0","0","2","1","0","0","0"
"2015","14003","126","0","0","3","19","0","0","0"
"2014","13200","184","0","0","0","0","0","0","0"
"2015","6494","158","0","0","0","11","0","0","0"
"2014","6617","175","0","0","2","6","0","0","0"
"2013","2510","174","0","0","0","1","0","0","0"
"2013","11215","165","0","0","2","6","1","0","0"
"2013","11550","174","0","0","3","2","0","0","0"
"2013","7121","180","0","0","2","0","0","0","0"
"2015","11022","149","0","0","11","2","2","0","0"
"2016","12592","28","0","0","0","0","0","0","0"
"2016","13367","27","0","0","0","2","0","0","0"
"2016","16159","7","0","0","0","22","0","0","0"
"2016","12449","29","0","0","0","0","0","0","0"
"2016","12681","29","0","0","0","0","0","0","0"
"2012","6463","0","0","0","0","14","0","0","0"
"2016","15876","27","0","0","0","2","0","0","0"
"2016","15655","29","0","0","0","0","0","0","0"
"2014","3032","163","0","0","3","7","2","0","0"
"2015","6527","173","0","0","0","1","0","0","0"
"2016","13517","28","0","0","0","0","0","0","0"
"2015","14657","164","0","0","8","2","0","0","0"
"2014","7037","166","0","1","12","2","2","0","0"
"2015","12925","176","0","0","0","0","0","0","0"
"2015","10610","171","0","0","0","0","0","0","0"
"2015","10544","173","0","0","0","1","0","0","0"
